ts,date,module,ticker,kind,market,price,meta
2026-07-14T21:36:54+00:00,2026-07-14,pead,AQ.ST,entry,SE,225.0000,"{""surprise"": null, ""reaction"": 11.41387119443319}"
2026-07-14T21:36:56+00:00,2026-07-14,pead,LIME.ST,entry,SE,219.5000,"{""surprise"": null, ""reaction"": 5.666751277125536}"
2026-07-14T21:36:57+00:00,2026-07-14,pead,MYCR.ST,entry,SE,339.2000,"{""surprise"": null, ""reaction"": 15.43362168780934}"
2026-07-14T21:38:30+00:00,2026-07-14,breakout,MYCR.ST,breakout,SE,339.2000,"{""rvol"": 2.8, ""run_up"": 0.51}"
2026-07-15T07:01:24+00:00,2026-07-15,scanner,ERIC-B.ST,big_move,SE,98.6200,"{""pct"": -12.5}"
2026-07-15T07:01:28+00:00,2026-07-15,scanner,MYCR.ST,big_move,SE,348.6000,"{""pct"": 18.5}"
2026-07-15T07:01:34+00:00,2026-07-15,scanner,NCAB.ST,big_move,SE,75.9000,"{""pct"": 6.0}"
2026-07-15T07:15:44+00:00,2026-07-15,scanner,HTRO.ST,volume_spike,SE,40.3000,"{""rvol"": 14.5, ""pct"": 20.8}"
2026-07-15T07:31:24+00:00,2026-07-15,scanner,MYCR.ST,volume_spike,SE,343.4000,"{""rvol"": 3.9, ""pct"": 16.7}"
2026-07-15T13:31:36+00:00,2026-07-15,scanner,GS,big_move,US,1137.3199,"{""pct"": 8.7}"
2026-07-15T13:45:47+00:00,2026-07-15,scanner,GS,volume_spike,US,1138.5200,"{""rvol"": 3.3, ""pct"": 8.9}"
2026-07-15T13:45:49+00:00,2026-07-15,scanner,MS,volume_spike,US,225.5900,"{""rvol"": 4.8, ""pct"": 2.0}"
2026-07-15T14:15:43+00:00,2026-07-15,scanner,SIVE.ST,big_move,SE,39.4400,"{""pct"": -7.1}"
2026-07-15T15:05:47+00:00,2026-07-15,scanner,CSCO,big_move,US,111.7220,"{""pct"": -6.3}"
2026-07-15T16:15:42+00:00,2026-07-15,scanner,AMD,big_move,US,512.2300,"{""pct"": -6.5}"
2026-07-15T22:12:37+00:00,2026-07-15,pead,JPM,entry,US,346.9100,"{""surprise"": 5.86, ""reaction"": 2.9478808004866908}"
2026-07-15T22:12:44+00:00,2026-07-15,pead,BAC,entry,US,61.5900,"{""surprise"": 7.74, ""reaction"": 2.759770190668309}"
2026-07-15T22:13:00+00:00,2026-07-15,pead,GS,entry,US,1152.0699,"{""surprise"": 44.27, ""reaction"": 9.397169064657328}"
2026-07-15T22:13:01+00:00,2026-07-15,pead,MS,entry,US,228.5500,"{""surprise"": 17.94, ""reaction"": -0.009837089744135774}"
2026-07-16T07:01:20+00:00,2026-07-16,scanner,SPRINT.ST,big_move,SE,3.6000,"{""pct"": -6.3}"
2026-07-16T07:01:22+00:00,2026-07-16,scanner,HTRO.ST,volume_spike,SE,45.3600,"{""rvol"": 3.1, ""pct"": 32.6}"
2026-07-16T07:01:23+00:00,2026-07-16,scanner,SIVE.ST,big_move,SE,38.3400,"{""pct"": -9.7}"
2026-07-16T07:15:46+00:00,2026-07-16,scanner,ABB.ST,volume_spike,SE,963.8000,"{""rvol"": 7.1, ""pct"": -5.1}"
2026-07-16T07:31:15+00:00,2026-07-16,scanner,BOOZT.ST,volume_spike,SE,157.3000,"{""rvol"": 7.4, ""pct"": 3.8}"
2026-07-16T07:31:22+00:00,2026-07-16,scanner,ACCON.ST,volume_spike,SE,17.8200,"{""rvol"": 3.7, ""pct"": 3.5}"
2026-07-16T07:45:47+00:00,2026-07-16,scanner,NOKIA-SEK.ST,big_move,SE,106.2000,"{""pct"": -6.4}"
2026-07-16T13:31:36+00:00,2026-07-16,scanner,UNH,volume_spike,US,459.7700,"{""rvol"": 4.8, ""pct"": 9.9}"
2026-07-16T17:45:47+00:00,2026-07-16,scanner,AMD,big_move,US,492.0770,"{""pct"": -7.0}"
2026-07-16T21:43:36+00:00,2026-07-16,pead,UNH,entry,US,423.3800,"{""surprise"": 29.81, ""reaction"": 1.7031004253370896}"
2026-07-16T21:44:01+00:00,2026-07-16,pead,GE,entry,US,345.7300,"{""surprise"": 8.62, ""reaction"": -3.515303444163742}"
2026-07-16T21:44:22+00:00,2026-07-16,pead,BUFAB.ST,entry,SE,139.4000,"{""surprise"": null, ""reaction"": 8.533516229228587}"
2026-07-16T21:44:23+00:00,2026-07-16,pead,CAMX.ST,entry,SE,639.0000,"{""surprise"": null, ""reaction"": 21.787250351121855}"
2026-07-16T21:44:23+00:00,2026-07-16,pead,CLA-B.ST,entry,SE,55.5000,"{""surprise"": null, ""reaction"": 14.382766212616982}"
2026-07-16T21:44:24+00:00,2026-07-16,pead,EPEN.ST,entry,SE,160.8000,"{""surprise"": null, ""reaction"": 11.316282812398981}"
2026-07-16T21:44:25+00:00,2026-07-16,pead,GRNG.ST,entry,SE,178.3000,"{""surprise"": null, ""reaction"": 5.296536241500805}"
2026-07-16T21:44:26+00:00,2026-07-16,pead,HTRO.ST,entry,SE,45.4200,"{""surprise"": null, ""reaction"": 33.22673821081759}"
2026-07-16T21:44:27+00:00,2026-07-16,pead,INDT.ST,entry,SE,255.0000,"{""surprise"": null, ""reaction"": 17.12258174232427}"
2026-07-16T21:44:27+00:00,2026-07-16,pead,INWI.ST,entry,SE,174.1000,"{""surprise"": null, ""reaction"": 19.503182976524045}"
2026-07-16T21:44:28+00:00,2026-07-16,pead,MIPS.ST,entry,SE,358.2000,"{""surprise"": null, ""reaction"": 27.879951463555653}"
2026-07-16T21:44:30+00:00,2026-07-16,pead,PACT.ST,entry,SE,129.0000,"{""surprise"": null, ""reaction"": 5.780398493687933}"
2026-07-16T21:44:31+00:00,2026-07-16,pead,PEAB-B.ST,entry,SE,92.6500,"{""surprise"": null, ""reaction"": 5.9014664980178715}"
2026-07-16T21:44:32+00:00,2026-07-16,pead,TROAX.ST,entry,SE,143.2000,"{""surprise"": null, ""reaction"": 48.20094125736711}"
2026-07-16T21:44:33+00:00,2026-07-16,pead,VITR.ST,entry,SE,96.5500,"{""surprise"": null, ""reaction"": 10.638340398847046}"
2026-07-16T21:45:22+00:00,2026-07-16,breakout,JBHT,breakout,US,298.4100,"{""rvol"": 2.3, ""run_up"": 0.37}"
2026-07-16T21:45:43+00:00,2026-07-16,breakout,KAMBI.ST,breakout,SE,167.0000,"{""rvol"": 2.0, ""run_up"": 0.38}"
2026-07-17T07:01:20+00:00,2026-07-17,scanner,NOKIA-SEK.ST,big_move,SE,96.1800,"{""pct"": -10.8}"
2026-07-17T07:01:21+00:00,2026-07-17,scanner,ACCON.ST,volume_spike,SE,14.5000,"{""rvol"": 4.2, ""pct"": -19.6}"
2026-07-17T07:01:26+00:00,2026-07-17,scanner,SIVE.ST,big_move,SE,31.4400,"{""pct"": -20.7}"
2026-07-17T07:01:27+00:00,2026-07-17,scanner,ABB.ST,big_move,SE,916.6000,"{""pct"": -7.3}"
2026-07-17T07:15:42+00:00,2026-07-17,scanner,VOLV-B.ST,volume_spike,SE,346.7000,"{""rvol"": 4.3, ""pct"": 2.4}"
2026-07-17T07:15:42+00:00,2026-07-17,scanner,EVO.ST,volume_spike,SE,682.2000,"{""rvol"": 5.5, ""pct"": -3.0}"
2026-07-17T07:15:44+00:00,2026-07-17,scanner,INSTAL.ST,volume_spike,SE,40.5400,"{""rvol"": 4.7, ""pct"": 3.9}"
2026-07-17T07:15:45+00:00,2026-07-17,scanner,NOKIA-SEK.ST,volume_spike,SE,96.4600,"{""rvol"": 3.2, ""pct"": -10.6}"
2026-07-17T07:15:45+00:00,2026-07-17,scanner,EPIS-B.ST,big_move,SE,0.0587,"{""pct"": -6.1}"
2026-07-17T07:15:46+00:00,2026-07-17,scanner,ABB.ST,volume_spike,SE,925.2000,"{""rvol"": 5.7, ""pct"": -6.4}"
2026-07-17T07:15:47+00:00,2026-07-17,scanner,SIVE.ST,volume_spike,SE,31.9000,"{""rvol"": 3.5, ""pct"": -19.6}"
2026-07-17T08:45:54+00:00,2026-07-17,scanner,HTRO.ST,big_move,SE,42.3900,"{""pct"": -6.7}"
2026-07-17T09:45:52+00:00,2026-07-17,scanner,SAND.ST,big_move,SE,343.0000,"{""pct"": -8.0}"
2026-07-17T11:15:43+00:00,2026-07-17,scanner,NCAB.ST,big_move,SE,71.1000,"{""pct"": -6.3}"
2026-07-17T13:01:01+00:00,2026-07-17,scanner,MORROW.ST,volume_spike,SE,13.0600,"{""rvol"": 8.2, ""pct"": -2.1}"
2026-07-17T13:45:48+00:00,2026-07-17,scanner,NVDA,volume_spike,US,198.9700,"{""rvol"": 3.8, ""pct"": -4.1}"
2026-07-17T13:45:51+00:00,2026-07-17,scanner,MS,volume_spike,US,212.8000,"{""rvol"": 3.5, ""pct"": -2.6}"
2026-07-17T13:45:55+00:00,2026-07-17,scanner,GOOGL,volume_spike,US,342.3900,"{""rvol"": 3.0, ""pct"": -3.4}"
2026-07-17T13:46:00+00:00,2026-07-17,scanner,AVGO,volume_spike,US,359.4900,"{""rvol"": 3.3, ""pct"": -4.0}"
2026-07-17T13:46:01+00:00,2026-07-17,scanner,GS,volume_spike,US,1067.5000,"{""rvol"": 3.3, ""pct"": -2.6}"
2026-07-17T13:46:02+00:00,2026-07-17,scanner,AMD,volume_spike,US,463.7500,"{""rvol"": 3.5, ""pct"": -7.4}"
2026-07-17T13:46:05+00:00,2026-07-17,scanner,UNH,volume_spike,US,435.0000,"{""rvol"": 3.8, ""pct"": 2.7}"
2026-07-17T22:23:05+00:00,2026-07-17,pead,ISRG,entry,US,345.4200,"{""surprise"": 11.86, ""reaction"": -9.670018553264104}"
2026-07-20T07:15:57+00:00,2026-07-20,scanner,ACCON.ST,volume_spike,SE,15.4200,"{""rvol"": 3.2, ""pct"": 3.5}"
2026-07-20T07:30:55+00:00,2026-07-20,scanner,EVO.ST,volume_spike,SE,712.8000,"{""rvol"": 3.0, ""pct"": 3.1}"
2026-07-20T13:45:53+00:00,2026-07-20,scanner,AMD,volume_spike,US,521.3146,"{""rvol"": 3.2, ""pct"": 5.2}"
2026-07-20T22:30:59+00:00,2026-07-20,breakout,ALLEI.ST,breakout,SE,104.5000,"{""rvol"": 3.1, ""run_up"": 0.373}"
2026-07-20T22:30:59+00:00,2026-07-20,breakout,KARNEL-B.ST,breakout,SE,91.0000,"{""rvol"": 7.9, ""run_up"": 0.356}"
2026-07-21T07:15:51+00:00,2026-07-21,scanner,HTRO.ST,big_move,SE,42.0000,"{""pct"": -7.5}"
2026-07-21T07:15:57+00:00,2026-07-21,scanner,ACCON.ST,big_move,SE,15.8000,"{""pct"": 6.0}"
2026-07-21T07:15:59+00:00,2026-07-21,scanner,BOL.ST,volume_spike,SE,481.2000,"{""rvol"": 5.9, ""pct"": -4.6}"
2026-07-21T07:31:01+00:00,2026-07-21,scanner,SIVE.ST,big_move,SE,35.6800,"{""pct"": 6.6}"
2026-07-21T07:45:45+00:00,2026-07-21,scanner,SPRINT.ST,volume_spike,SE,3.5600,"{""rvol"": 3.1, ""pct"": -2.7}"
2026-07-21T08:01:11+00:00,2026-07-21,scanner,EPIS-B.ST,big_move,SE,0.0616,"{""pct"": 6.8}"
2026-07-21T15:15:52+00:00,2026-07-21,scanner,AMD,big_move,US,535.4150,"{""pct"": 6.3}"
2026-07-21T21:45:05+00:00,2026-07-21,pead,ALLEI.ST,entry,SE,107.5000,"{""surprise"": null, ""reaction"": 8.410069482978223}"
2026-07-21T21:45:11+00:00,2026-07-21,pead,BILL.ST,entry,SE,69.5000,"{""surprise"": null, ""reaction"": 7.9461829834096775}"
2026-07-21T21:45:13+00:00,2026-07-21,pead,BYGGP.ST,entry,SE,44.5000,"{""surprise"": null, ""reaction"": 15.91831477634058}"
2026-07-21T21:45:15+00:00,2026-07-21,pead,CEVI.ST,entry,SE,144.8000,"{""surprise"": null, ""reaction"": 9.423957430291896}"
2026-07-21T21:45:17+00:00,2026-07-21,pead,ENGCON-B.ST,entry,SE,67.8000,"{""surprise"": null, ""reaction"": 7.748292042432947}"
2026-07-21T21:45:19+00:00,2026-07-21,pead,GETI-B.ST,entry,SE,232.6000,"{""surprise"": null, ""reaction"": 10.393292021585165}"
2026-07-21T21:45:21+00:00,2026-07-21,pead,HEM.ST,entry,SE,86.7500,"{""surprise"": null, ""reaction"": 5.082737570815921}"
2026-07-21T21:45:22+00:00,2026-07-21,pead,HPOL-B.ST,entry,SE,86.2500,"{""surprise"": null, ""reaction"": 16.102432386987243}"
2026-07-21T21:45:24+00:00,2026-07-21,pead,INSTAL.ST,entry,SE,40.3200,"{""surprise"": null, ""reaction"": 6.236368166423034}"
2026-07-21T21:45:26+00:00,2026-07-21,pead,KARNEL-B.ST,entry,SE,90.5000,"{""surprise"": null, ""reaction"": 14.203467862316188}"
2026-07-21T21:45:27+00:00,2026-07-21,pead,KNOW.ST,entry,SE,88.4000,"{""surprise"": null, ""reaction"": 7.728833731520757}"
2026-07-21T21:45:29+00:00,2026-07-21,pead,MCAP.ST,entry,SE,560.0000,"{""surprise"": null, ""reaction"": 11.920660244159762}"
2026-07-21T21:45:30+00:00,2026-07-21,pead,MMGR-B.ST,entry,SE,146.2000,"{""surprise"": null, ""reaction"": 14.601298885151493}"
2026-07-21T21:45:32+00:00,2026-07-21,pead,MTG-B.ST,entry,SE,126.0000,"{""surprise"": null, ""reaction"": 5.666784409608683}"
2026-07-21T21:45:33+00:00,2026-07-21,pead,MTRS.ST,entry,SE,182.5000,"{""surprise"": null, ""reaction"": 9.789489919072224}"
2026-07-21T21:45:35+00:00,2026-07-21,pead,NOBI.ST,entry,SE,15.2000,"{""surprise"": null, ""reaction"": 12.306636292592366}"
2026-07-21T21:45:37+00:00,2026-07-21,pead,RUG.ST,entry,SE,67.2000,"{""surprise"": null, ""reaction"": 10.826102366142585}"
2026-07-21T21:45:38+00:00,2026-07-21,pead,SAAB-B.ST,entry,SE,575.8000,"{""surprise"": null, ""reaction"": 11.698495429507783}"
2026-07-21T21:45:44+00:00,2026-07-21,pead,TRUE-B.ST,entry,SE,16.7550,"{""surprise"": null, ""reaction"": 5.422803120598929}"
2026-07-21T21:45:46+00:00,2026-07-21,pead,VIMIAN.ST,entry,SE,33.7500,"{""surprise"": null, ""reaction"": 5.8691183311099016}"
2026-07-21T21:45:49+00:00,2026-07-21,pead,VPLAY-B.ST,entry,SE,1.2920,"{""surprise"": null, ""reaction"": 9.296756422235351}"
2026-07-21T21:49:26+00:00,2026-07-21,breakout,MILDEF.ST,breakout,SE,213.0000,"{""rvol"": 3.3, ""run_up"": 0.498}"
2026-07-21T21:49:26+00:00,2026-07-21,breakout,MTG-B.ST,breakout,SE,126.0000,"{""rvol"": 2.1, ""run_up"": 0.346}"
2026-07-22T07:01:12+00:00,2026-07-22,scanner,SIVE.ST,big_move,SE,38.8000,"{""pct"": 16.4}"
2026-07-22T07:01:13+00:00,2026-07-22,scanner,SINCH.ST,big_move,SE,36.3900,"{""pct"": -6.7}"
2026-07-22T07:01:14+00:00,2026-07-22,scanner,NCAB.ST,big_move,SE,83.6000,"{""pct"": 13.9}"
2026-07-22T07:15:44+00:00,2026-07-22,scanner,NCAB.ST,volume_spike,SE,80.5000,"{""rvol"": 6.7, ""pct"": 9.7}"
2026-07-22T07:15:46+00:00,2026-07-22,scanner,SSAB-A.ST,volume_spike,SE,95.7400,"{""rvol"": 10.1, ""pct"": -3.4}"
2026-07-22T07:15:48+00:00,2026-07-22,scanner,SINCH.ST,volume_spike,SE,35.3500,"{""rvol"": 15.3, ""pct"": -9.4}"
2026-07-22T08:01:21+00:00,2026-07-22,scanner,SOBI.ST,volume_spike,SE,470.2000,"{""rvol"": 3.9, ""pct"": 1.6}"
2026-07-22T22:31:51+00:00,2026-07-22,pead,GOOGL,entry,US,342.0900,"{""surprise"": 214.23, ""reaction"": -1.3413083618632804}"
2026-07-23T07:01:20+00:00,2026-07-23,scanner,SIVE.ST,big_move,SE,36.6400,"{""pct"": -10.6}"
2026-07-23T07:15:47+00:00,2026-07-23,scanner,SPRINT.ST,volume_spike,SE,3.6500,"{""rvol"": 4.5, ""pct"": 1.7}"
