ts,date,module,ticker,kind,market,price,meta
2026-07-23T07:30:55+00:00,2026-07-23,scanner,NCAB.ST,volume_spike,SE,79.0000,"{""rvol"": 3.0, ""pct"": 4.6}"
2026-07-23T07:30:56+00:00,2026-07-23,scanner,ACAST.ST,volume_spike,SE,38.4500,"{""rvol"": 20.1, ""pct"": 1.6}"
2026-07-23T07:30:58+00:00,2026-07-23,scanner,NOKIA-SEK.ST,volume_spike,SE,105.3500,"{""rvol"": 7.6, ""pct"": 1.5}"
2026-07-23T13:31:18+00:00,2026-07-23,scanner,GOOGL,volume_spike,US,324.0250,"{""rvol"": 3.9, ""pct"": -5.3}"
2026-07-23T13:45:48+00:00,2026-07-23,scanner,TXN,volume_spike,US,283.5200,"{""rvol"": 4.4, ""pct"": -3.6}"
2026-07-23T21:41:46+00:00,2026-07-23,pead,TMO,entry,US,572.3200,"{""surprise"": 5.57, ""reaction"": 9.94593876363682}"
2026-07-23T21:41:54+00:00,2026-07-23,pead,TXN,entry,US,284.9900,"{""surprise"": 10.42, ""reaction"": -0.8163840239532871}"
2026-07-23T21:41:57+00:00,2026-07-23,pead,NOW,entry,US,91.9400,"{""surprise"": 5.05, ""reaction"": -8.565964332281162}"
2026-07-23T21:42:02+00:00,2026-07-23,pead,RTX,entry,US,209.1600,"{""surprise"": 13.71, ""reaction"": 8.562514124170873}"
2026-07-23T21:42:04+00:00,2026-07-23,pead,HON,entry,US,246.2700,"{""surprise"": 7.22, ""reaction"": 6.934743511667508}"
2026-07-23T21:42:05+00:00,2026-07-23,pead,UNP,entry,US,304.3300,"{""surprise"": 5.46, ""reaction"": 5.258031376933603}"
2026-07-23T21:42:09+00:00,2026-07-23,pead,8TRA.ST,entry,SE,445.0000,"{""surprise"": null, ""reaction"": 11.51429409322029}"
2026-07-23T21:42:12+00:00,2026-07-23,pead,DYVOX.ST,entry,SE,71.7500,"{""surprise"": null, ""reaction"": 9.301956626054931}"
2026-07-23T21:42:14+00:00,2026-07-23,pead,HANZA.ST,entry,SE,145.2000,"{""surprise"": null, ""reaction"": 6.45724889239807}"
2026-07-23T21:42:19+00:00,2026-07-23,pead,UPSALE.ST,entry,SE,28.9000,"{""surprise"": null, ""reaction"": 5.590266419605805}"
2026-07-23T21:43:27+00:00,2026-07-23,breakout,URI,breakout,US,1139.7100,"{""rvol"": 2.6, ""run_up"": 0.442}"
2026-07-24T07:01:09+00:00,2026-07-24,scanner,SIVE.ST,big_move,SE,32.8000,"{""pct"": -13.1}"
2026-07-24T07:01:10+00:00,2026-07-24,scanner,NOKIA-SEK.ST,big_move,SE,92.3000,"{""pct"": -9.0}"
2026-07-24T07:15:46+00:00,2026-07-24,scanner,NOKIA-SEK.ST,volume_spike,SE,92.8400,"{""rvol"": 6.0, ""pct"": -8.4}"
2026-07-24T07:15:47+00:00,2026-07-24,scanner,HOFI.ST,volume_spike,SE,199.0000,"{""rvol"": 23.6, ""pct"": 13.2}"
2026-07-24T07:31:01+00:00,2026-07-24,scanner,ORRON.ST,volume_spike,SE,7.3700,"{""rvol"": 6.7, ""pct"": -1.7}"
2026-07-24T07:31:03+00:00,2026-07-24,scanner,ACAST.ST,volume_spike,SE,36.0000,"{""rvol"": 6.3, ""pct"": -5.0}"
2026-07-24T07:31:04+00:00,2026-07-24,scanner,SSAB-A.ST,volume_spike,SE,99.2000,"{""rvol"": 4.6, ""pct"": 2.1}"
2026-07-24T22:33:32+00:00,2026-07-24,pead,VZ,entry,US,46.3800,"{""surprise"": 2.71, ""reaction"": 5.740483179585798}"
2026-07-24T22:34:22+00:00,2026-07-24,breakout,IP,breakout,US,42.1600,"{""rvol"": 2.4, ""run_up"": 0.316}"
2026-07-27T07:15:48+00:00,2026-07-27,scanner,EVO.ST,volume_spike,SE,710.6000,"{""rvol"": 4.4, ""pct"": 2.2}"
2026-07-27T07:15:50+00:00,2026-07-27,scanner,ACAST.ST,volume_spike,SE,37.8000,"{""rvol"": 4.0, ""pct"": 3.6}"
2026-07-27T07:15:51+00:00,2026-07-27,scanner,HOFI.ST,volume_spike,SE,213.2000,"{""rvol"": 9.3, ""pct"": 2.7}"
2026-07-27T07:15:52+00:00,2026-07-27,scanner,ORRON.ST,volume_spike,SE,7.3900,"{""rvol"": 3.8, ""pct"": -2.6}"
2026-07-27T07:31:03+00:00,2026-07-27,scanner,MVIR.ST,volume_spike,SE,1.7520,"{""rvol"": 3.1, ""pct"": 2.0}"
2026-07-27T08:30:55+00:00,2026-07-27,scanner,SIVE.ST,big_move,SE,33.4000,"{""pct"": 6.6}"
2026-07-27T11:45:55+00:00,2026-07-27,scanner,ACCON.ST,big_move,SE,17.1600,"{""pct"": 6.6}"
2026-07-27T14:01:17+00:00,2026-07-27,scanner,AMD,big_move,US,502.9001,"{""pct"": -6.8}"
2026-07-27T17:15:48+00:00,2026-07-27,scanner,NVDA,big_move,US,195.9600,"{""pct"": -6.1}"
2026-07-27T21:47:54+00:00,2026-07-27,pead,SF.ST,entry,SE,6.2500,"{""surprise"": null, ""reaction"": 47.20598514397578}"
2026-07-28T07:01:18+00:00,2026-07-28,scanner,EVO.ST,big_move,SE,748.0000,"{""pct"": 7.6}"
2026-07-28T07:01:18+00:00,2026-07-28,scanner,SIVE.ST,big_move,SE,29.0000,"{""pct"": -7.4}"
2026-07-28T07:01:21+00:00,2026-07-28,scanner,MYCR.ST,big_move,SE,314.2000,"{""pct"": -8.3}"
2026-07-28T07:15:49+00:00,2026-07-28,scanner,ORRON.ST,volume_spike,SE,7.2300,"{""rvol"": 11.4, ""pct"": -4.7}"
2026-07-28T07:15:50+00:00,2026-07-28,scanner,MYCR.ST,volume_spike,SE,313.8000,"{""rvol"": 4.4, ""pct"": -8.5}"
2026-07-28T07:31:07+00:00,2026-07-28,scanner,HTRO.ST,big_move,SE,37.9800,"{""pct"": -7.0}"
2026-07-28T07:31:08+00:00,2026-07-28,scanner,SSAB-A.ST,volume_spike,SE,102.0500,"{""rvol"": 3.2, ""pct"": 1.6}"
2026-07-28T07:31:09+00:00,2026-07-28,scanner,NCAB.ST,big_move,SE,69.4000,"{""pct"": -7.0}"
2026-07-28T08:01:15+00:00,2026-07-28,scanner,EPIS-B.ST,big_move,SE,0.0619,"{""pct"": 8.6}"
2026-07-28T13:45:47+00:00,2026-07-28,scanner,AMD,volume_spike,US,453.8750,"{""rvol"": 3.9, ""pct"": -8.3}"
2026-07-28T13:45:49+00:00,2026-07-28,scanner,CAT,volume_spike,US,838.3950,"{""rvol"": 4.0, ""pct"": -4.0}"
2026-07-28T22:33:51+00:00,2026-07-28,breakout,IQV,breakout,US,242.9400,"{""rvol"": 3.7, ""run_up"": 0.343}"
2026-07-29T07:01:14+00:00,2026-07-29,scanner,SIVE.ST,big_move,SE,27.5600,"{""pct"": -10.2}"
2026-07-29T07:01:16+00:00,2026-07-29,scanner,HTRO.ST,big_move,SE,36.5800,"{""pct"": -6.7}"
2026-07-29T07:01:17+00:00,2026-07-29,scanner,MYCR.ST,big_move,SE,311.8000,"{""pct"": -6.1}"
2026-07-29T07:15:51+00:00,2026-07-29,scanner,NCAB.ST,volume_spike,SE,68.2000,"{""rvol"": 3.8, ""pct"": -5.0}"
2026-07-29T07:15:52+00:00,2026-07-29,scanner,NOKIA-SEK.ST,volume_spike,SE,85.6800,"{""rvol"": 3.8, ""pct"": -2.4}"
2026-07-29T07:31:11+00:00,2026-07-29,scanner,SINCH.ST,volume_spike,SE,40.7000,"{""rvol"": 3.4, ""pct"": 4.5}"
2026-07-29T08:15:50+00:00,2026-07-29,scanner,EPIS-B.ST,big_move,SE,0.0593,"{""pct"": 6.5}"
2026-07-29T10:31:10+00:00,2026-07-29,scanner,INSTAL.ST,volume_spike,SE,36.9200,"{""rvol"": 13.9, ""pct"": -2.3}"
2026-07-29T13:46:02+00:00,2026-07-29,scanner,AMD,big_move,US,451.4000,"{""pct"": -8.8}"
2026-07-29T13:46:03+00:00,2026-07-29,scanner,CAT,volume_spike,US,821.9450,"{""rvol"": 3.6, ""pct"": -5.9}"
2026-07-29T14:31:13+00:00,2026-07-29,scanner,QCOM,big_move,US,159.2881,"{""pct"": -6.3}"
2026-07-29T22:28:00+00:00,2026-07-29,pead,KO,entry,US,89.0800,"{""surprise"": 4.05, ""reaction"": 7.262276422730607}"
2026-07-30T07:15:51+00:00,2026-07-30,scanner,NOKIA-SEK.ST,volume_spike,SE,82.9000,"{""rvol"": 3.8, ""pct"": -4.1}"
2026-07-30T07:15:52+00:00,2026-07-30,scanner,EPIS-B.ST,volume_spike,SE,0.0609,"{""rvol"": 3.5, ""pct"": 8.6}"
2026-07-30T07:31:01+00:00,2026-07-30,scanner,ABB.ST,volume_spike,SE,903.0000,"{""rvol"": 3.2, ""pct"": -1.7}"
2026-07-30T11:31:04+00:00,2026-07-30,scanner,SPRINT.ST,volume_spike,SE,3.7900,"{""rvol"": 3.6, ""pct"": 1.9}"
2026-07-30T12:01:11+00:00,2026-07-30,scanner,SIVE.ST,big_move,SE,28.6400,"{""pct"": 6.5}"
2026-07-30T13:31:07+00:00,2026-07-30,scanner,AMD,big_move,US,461.5300,"{""pct"": 7.4}"
2026-07-30T13:45:52+00:00,2026-07-30,scanner,AMD,volume_spike,US,470.4800,"{""rvol"": 3.5, ""pct"": 9.5}"
2026-07-30T13:45:57+00:00,2026-07-30,scanner,QCOM,volume_spike,US,148.2700,"{""rvol"": 5.8, ""pct"": -4.8}"
2026-07-30T13:45:58+00:00,2026-07-30,scanner,CAT,volume_spike,US,808.8650,"{""rvol"": 3.1, ""pct"": 3.3}"
2026-07-30T21:59:03+00:00,2026-07-30,pead,MSFT,entry,US,451.1000,"{""surprise"": 11.81, ""reaction"": 14.569546789291277}"
2026-07-30T21:59:13+00:00,2026-07-30,pead,MA,entry,US,577.3500,"{""surprise"": 5.53, ""reaction"": 0.814005877158519}"
2026-07-30T21:59:49+00:00,2026-07-30,pead,ELUX-B.ST,entry,SE,28.7400,"{""surprise"": null, ""reaction"": 16.5907420722593}"
2026-07-30T21:59:50+00:00,2026-07-30,pead,HEXA-B.ST,entry,SE,95.4600,"{""surprise"": null, ""reaction"": 11.31087600964673}"
2026-07-30T21:59:51+00:00,2026-07-30,pead,STORY-B.ST,entry,SE,108.7000,"{""surprise"": null, ""reaction"": 20.835053804558058}"
2026-07-31T07:01:07+00:00,2026-07-31,scanner,HTRO.ST,big_move,SE,38.6000,"{""pct"": 6.7}"
2026-07-31T07:01:08+00:00,2026-07-31,scanner,NCAB.ST,big_move,SE,70.2000,"{""pct"": 6.4}"
2026-07-31T07:01:08+00:00,2026-07-31,scanner,NOKIA-SEK.ST,big_move,SE,91.4200,"{""pct"": 9.2}"
2026-07-31T07:15:50+00:00,2026-07-31,scanner,NOKIA-SEK.ST,volume_spike,SE,92.0600,"{""rvol"": 9.8, ""pct"": 10.0}"
2026-07-31T07:15:52+00:00,2026-07-31,scanner,SIVE.ST,volume_spike,SE,33.3200,"{""rvol"": 5.6, ""pct"": 23.9}"
2026-07-31T07:15:55+00:00,2026-07-31,scanner,EPIS-B.ST,big_move,SE,0.0610,"{""pct"": 6.5}"
2026-07-31T07:15:56+00:00,2026-07-31,scanner,ORRON.ST,volume_spike,SE,7.3300,"{""rvol"": 3.9, ""pct"": 1.7}"
2026-07-31T07:15:57+00:00,2026-07-31,scanner,ABB.ST,volume_spike,SE,958.2000,"{""rvol"": 4.7, ""pct"": 6.3}"
2026-07-31T09:45:44+00:00,2026-07-31,scanner,SPRINT.ST,volume_spike,SE,3.6500,"{""rvol"": 3.1, ""pct"": -2.1}"
2026-07-31T13:31:10+00:00,2026-07-31,scanner,AAPL,volume_spike,US,304.2900,"{""rvol"": 3.9, ""pct"": -8.7}"
2026-07-31T16:31:12+00:00,2026-07-31,scanner,GOOGL,big_move,US,354.3530,"{""pct"": 6.2}"
2026-07-31T22:30:43+00:00,2026-07-31,pead,AAPL,entry,US,308.9100,"{""surprise"": 6.74, ""reaction"": -11.06648660208944}"
2026-07-31T22:30:46+00:00,2026-07-31,pead,AMZN,entry,US,271.5800,"{""surprise"": 214.23, ""reaction"": 17.414881763705072}"
2026-07-31T22:30:52+00:00,2026-07-31,pead,XOM,entry,US,155.4400,"{""surprise"": 13.36, ""reaction"": -1.6946887252926368}"
2026-07-31T22:31:00+00:00,2026-07-31,pead,CVX,entry,US,196.8300,"{""surprise"": 8.14, ""reaction"": 1.630393079524417}"
2026-07-31T22:31:59+00:00,2026-07-31,breakout,DXCM,breakout,US,83.4500,"{""rvol"": 2.7, ""run_up"": 0.351}"
2026-08-03T04:02:35+00:00,2026-08-03,stocks,GRANGX.ST,buy,SE,nan,{}
2026-08-03T04:02:35+00:00,2026-08-03,stocks,HOFI.ST,buy,SE,nan,{}
2026-08-03T04:02:35+00:00,2026-08-03,stocks,BOOZT.ST,buy,SE,nan,{}
2026-08-03T04:02:59+00:00,2026-08-03,stocks,ALLEI.ST,buy,SE,nan,{}
2026-08-03T04:02:59+00:00,2026-08-03,stocks,LUMI.ST,buy,SE,nan,{}
2026-08-03T04:02:59+00:00,2026-08-03,stocks,SSAB-B.ST,buy,SE,nan,{}
2026-08-03T04:03:12+00:00,2026-08-03,stocks,MRK,buy,US,130.2000,{}
2026-08-03T04:03:12+00:00,2026-08-03,stocks,LLY,buy,US,1148.8400,{}
2026-08-03T04:03:23+00:00,2026-08-03,multifactor,SWED-A.ST,buy,SE,nan,{}
2026-08-03T04:03:23+00:00,2026-08-03,multifactor,BUFAB.ST,buy,SE,nan,{}
2026-08-03T04:03:23+00:00,2026-08-03,multifactor,INDU-C.ST,buy,SE,nan,{}
2026-08-03T07:01:27+00:00,2026-08-03,scanner,GRANGX.ST,big_move,SE,43.7500,"{""pct"": 281.8}"
2026-08-03T07:15:52+00:00,2026-08-03,scanner,SINCH.ST,volume_spike,SE,40.9600,"{""rvol"": 4.4, ""pct"": 4.8}"
2026-08-03T09:17:02+00:00,2026-08-03,scanner,SIVE.ST,big_move,SE,28.8000,"{""pct"": -6.3}"
2026-08-03T12:15:43+00:00,2026-08-03,scanner,SOBI.ST,big_move,SE,441.4000,"{""pct"": -6.2}"
2026-08-03T13:45:56+00:00,2026-08-03,scanner,GOOGL,volume_spike,US,373.4500,"{""rvol"": 4.1, ""pct"": 4.9}"
2026-08-03T13:45:57+00:00,2026-08-03,scanner,TXN,volume_spike,US,267.2199,"{""rvol"": 3.5, ""pct"": -3.1}"
2026-08-04T07:01:14+00:00,2026-08-04,scanner,GRANGX.ST,big_move,SE,42.8000,"{""pct"": 273.5}"
2026-08-04T07:01:14+00:00,2026-08-04,scanner,SOBI.ST,big_move,SE,441.0000,"{""pct"": -6.3}"
2026-08-04T07:01:16+00:00,2026-08-04,scanner,SIVE.ST,big_move,SE,33.2800,"{""pct"": 8.3}"
2026-08-04T07:15:52+00:00,2026-08-04,scanner,NOKIA-SEK.ST,volume_spike,SE,92.2000,"{""rvol"": 4.1, ""pct"": 5.7}"
2026-08-04T07:15:53+00:00,2026-08-04,scanner,BOOZT.ST,volume_spike,SE,162.5000,"{""rvol"": 3.8, ""pct"": -2.5}"
2026-08-04T07:31:04+00:00,2026-08-04,scanner,SIVE.ST,volume_spike,SE,34.2200,"{""rvol"": 3.6, ""pct"": 11.3}"
2026-08-04T12:45:58+00:00,2026-08-04,scanner,HTRO.ST,big_move,SE,40.4300,"{""pct"": 7.5}"
2026-08-04T13:31:21+00:00,2026-08-04,scanner,CAT,big_move,US,931.5000,"{""pct"": 12.2}"
2026-08-04T13:45:43+00:00,2026-08-04,scanner,LUMI.ST,big_move,SE,251.6000,"{""pct"": 6.5}"
2026-08-04T13:45:46+00:00,2026-08-04,scanner,AMD,volume_spike,US,514.6900,"{""rvol"": 3.5, ""pct"": 6.2}"
2026-08-04T13:45:48+00:00,2026-08-04,scanner,CAT,volume_spike,US,913.4000,"{""rvol"": 7.1, ""pct"": 10.0}"
2026-08-04T14:15:55+00:00,2026-08-04,scanner,MS,volume_spike,US,214.9450,"{""rvol"": 3.8, ""pct"": 1.8}"
2026-08-04T21:53:53+00:00,2026-08-04,pead,AMD,entry,US,518.5800,"{""surprise"": null, ""reaction"": 5.200236369118105}"
2026-08-04T21:54:12+00:00,2026-08-04,pead,PLTR,entry,US,162.6600,"{""surprise"": 18.51, ""reaction"": 28.926550620354092}"
2026-08-04T21:54:13+00:00,2026-08-04,pead,ASMDEE-B.ST,entry,SE,163.9000,"{""surprise"": null, ""reaction"": 9.535170121106649}"
2026-08-05T07:01:10+00:00,2026-08-05,scanner,NOKIA-SEK.ST,big_move,SE,95.8400,"{""pct"": 7.6}"
2026-08-05T07:01:11+00:00,2026-08-05,scanner,HTRO.ST,big_move,SE,40.2000,"{""pct"": 6.3}"
2026-08-05T07:01:11+00:00,2026-08-05,scanner,SIVE.ST,big_move,SE,37.6800,"{""pct"": 20.8}"
2026-08-05T07:01:13+00:00,2026-08-05,scanner,LUMI.ST,volume_spike,SE,255.0000,"{""rvol"": 4.1, ""pct"": 7.9}"
2026-08-05T07:15:44+00:00,2026-08-05,scanner,GRANGX.ST,big_move,SE,42.1500,"{""pct"": 267.8}"
2026-08-05T13:31:08+00:00,2026-08-05,scanner,AMD,volume_spike,US,482.5100,"{""rvol"": 3.8, ""pct"": -7.0}"
2026-08-05T13:31:11+00:00,2026-08-05,scanner,LLY,volume_spike,US,1192.6100,"{""rvol"": 4.1, ""pct"": 6.9}"
2026-08-05T13:45:46+00:00,2026-08-05,scanner,NVDA,volume_spike,US,219.2100,"{""rvol"": 4.4, ""pct"": 3.4}"
2026-08-05T21:41:08+00:00,2026-08-05,pead,LUG.ST,entry,SE,588.2000,"{""surprise"": null, ""reaction"": 9.252332377405503}"
2026-08-05T21:41:09+00:00,2026-08-05,pead,LUMI.ST,entry,SE,262.6000,"{""surprise"": null, ""reaction"": 6.124385215374617}"
2026-08-06T07:01:13+00:00,2026-08-06,scanner,GRANGX.ST,big_move,SE,40.8500,"{""pct"": 256.5}"
2026-08-06T07:01:15+00:00,2026-08-06,scanner,SIVE.ST,big_move,SE,33.7600,"{""pct"": -8.9}"
2026-08-06T07:15:43+00:00,2026-08-06,scanner,LUMI.ST,volume_spike,SE,252.7000,"{""rvol"": 5.7, ""pct"": 2.1}"
2026-08-06T07:31:11+00:00,2026-08-06,scanner,SPRINT.ST,volume_spike,SE,3.4200,"{""rvol"": 4.9, ""pct"": -5.0}"
2026-08-07T00:36:46+00:00,2026-08-07,pead,MRK,entry,US,128.3700,"{""surprise"": 49.43, ""reaction"": -1.1613487764241315}"
2026-08-07T00:36:56+00:00,2026-08-07,pead,CAT,entry,US,856.9600,"{""surprise"": 31.83, ""reaction"": 3.3459623342220635}"
2026-08-07T00:36:58+00:00,2026-08-07,pead,AMGN,entry,US,404.8500,"{""surprise"": 11.97, ""reaction"": 6.044140274735166}"
2026-08-07T00:37:00+00:00,2026-08-07,pead,PFE,entry,US,26.2000,"{""surprise"": 12.87, ""reaction"": 1.516615128677934}"
2026-08-07T00:37:03+00:00,2026-08-07,pead,BKNG,entry,US,207.3900,"{""surprise"": 4.49, ""reaction"": 5.8260235858833775}"
2026-08-07T07:01:12+00:00,2026-08-07,scanner,GRANGX.ST,big_move,SE,42.7000,"{""pct"": 272.6}"
2026-08-07T07:01:13+00:00,2026-08-07,scanner,SIVE.ST,big_move,SE,36.7800,"{""pct"": 8.3}"
2026-08-07T07:30:58+00:00,2026-08-07,scanner,SPRINT.ST,volume_spike,SE,3.3100,"{""rvol"": 5.9, ""pct"": -4.9}"
2026-08-07T07:30:59+00:00,2026-08-07,scanner,SINCH.ST,volume_spike,SE,42.2500,"{""rvol"": 4.0, ""pct"": 2.4}"
2026-08-07T07:45:57+00:00,2026-08-07,scanner,HOFI.ST,volume_spike,SE,213.4000,"{""rvol"": 3.0, ""pct"": -1.9}"
2026-08-07T22:06:14+00:00,2026-08-07,pead,LLY,entry,US,1185.7100,"{""surprise"": 27.27, ""reaction"": 7.194405364783451}"
2026-08-07T22:06:33+00:00,2026-08-07,pead,UBER,entry,US,75.0200,"{""surprise"": 40.22, ""reaction"": -1.7522772754950067}"
2026-08-07T22:06:37+00:00,2026-08-07,pead,DIS,entry,US,104.9100,"{""surprise"": 11.09, ""reaction"": 6.979615437333553}"
2026-08-07T22:06:38+00:00,2026-08-07,pead,COP,entry,US,117.6100,"{""surprise"": 10.26, ""reaction"": 1.7832288558331744}"
2026-08-07T22:06:42+00:00,2026-08-07,exits,GOOGL,ma50_break,US,354.3000,"{""sma50"": 356.4745, ""sma200"": 328.828, ""dd_pct"": -11.95}"
2026-08-07T22:07:24+00:00,2026-08-07,breakout,GEN,breakout,US,29.1700,"{""rvol"": 2.7, ""run_up"": 0.386}"
2026-08-07T22:07:42+00:00,2026-08-07,breakout,YUBICO.ST,breakout,SE,86.0000,"{""rvol"": 19.8, ""run_up"": 0.537}"
2026-08-10T07:01:14+00:00,2026-08-10,scanner,GRANGX.ST,big_move,SE,46.6500,"{""pct"": 307.1}"
2026-08-10T07:01:14+00:00,2026-08-10,scanner,SIVE.ST,big_move,SE,43.8400,"{""pct"": 8.5}"
2026-08-10T07:15:49+00:00,2026-08-10,scanner,SIVE.ST,volume_spike,SE,46.0200,"{""rvol"": 3.4, ""pct"": 13.9}"
2026-08-10T07:15:50+00:00,2026-08-10,scanner,SPRINT.ST,volume_spike,SE,3.5600,"{""rvol"": 5.3, ""pct"": 1.7}"
2026-08-10T07:31:03+00:00,2026-08-10,scanner,SINCH.ST,volume_spike,SE,43.0300,"{""rvol"": 3.2, ""pct"": -2.6}"
2026-08-10T13:45:49+00:00,2026-08-10,scanner,AAPL,volume_spike,US,306.1000,"{""rvol"": 3.0, ""pct"": -2.3}"
2026-08-10T13:56:28+00:00,2026-08-10,scanner,CSCO,volume_spike,US,123.5600,"{""rvol"": 3.0, ""pct"": 1.8}"
2026-08-10T21:56:06+00:00,2026-08-10,pead,BRK-B,entry,US,529.4200,"{""surprise"": 17.4, ""reaction"": 1.4900704002830834}"
2026-08-10T21:56:24+00:00,2026-08-10,pead,YUBICO.ST,entry,SE,87.8500,"{""surprise"": null, ""reaction"": 40.04483936807337}"
2026-08-10T21:56:26+00:00,2026-08-10,exits,ACAST.ST,ma50_break,SE,36.1000,"{""sma50"": 38.556, ""sma200"": 31.966, ""dd_pct"": -11.84}"
2026-08-10T21:56:26+00:00,2026-08-10,exits,ACCON.ST,ma50_break,SE,16.9400,"{""sma50"": 17.9218, ""sma200"": 13.1469, ""dd_pct"": -31.97}"
2026-08-10T21:56:27+00:00,2026-08-10,exits,AMD,ma50_break,US,469.5600,"{""sma50"": 513.113, ""sma200"": 319.4462, ""dd_pct"": -19.17}"
2026-08-10T21:56:28+00:00,2026-08-10,exits,CAT,ma50_break,US,837.5800,"{""sma50"": 914.6858, ""sma200"": 745.3486, ""dd_pct"": -21.2}"
2026-08-10T21:56:28+00:00,2026-08-10,exits,CHEF.ST,ma50_break,SE,123.4000,"{""sma50"": 124.304, ""sma200"": 98.3397, ""dd_pct"": -6.09}"
2026-08-10T21:56:29+00:00,2026-08-10,exits,GS,ma50_break,US,1034.5100,"{""sma50"": 1054.9102, ""sma200"": 919.4001, ""dd_pct"": -10.2}"
2026-08-10T21:56:30+00:00,2026-08-10,exits,HTRO.ST,ma50_break,SE,39.0000,"{""sma50"": 40.0016, ""sma200"": 31.0167, ""dd_pct"": -19.72}"
2026-08-10T21:56:30+00:00,2026-08-10,exits,INSTAL.ST,ma50_break,SE,36.5400,"{""sma50"": 38.5652, ""sma200"": 31.752, ""dd_pct"": -11.4}"
2026-08-10T21:56:32+00:00,2026-08-10,exits,NOKIA-SEK.ST,ma50_break,SE,88.1200,"{""sma50"": 116.8482, ""sma200"": 86.3902, ""dd_pct"": -45.33}"
2026-08-10T21:56:33+00:00,2026-08-10,exits,SIVE.ST,ma50_break,SE,43.8400,"{""sma50"": 57.2162, ""sma200"": 24.6312, ""dd_pct"": -56.98}"
2026-08-10T21:56:33+00:00,2026-08-10,exits,SOBI.ST,ma50_break,SE,450.4000,"{""sma50"": 456.064, ""sma200"": 392.455, ""dd_pct"": -6.17}"
2026-08-10T21:56:34+00:00,2026-08-10,exits,SPRINT.ST,ma50_break,SE,3.4400,"{""sma50"": 3.789, ""sma200"": 2.4425, ""dd_pct"": -23.39}"
2026-08-10T21:56:35+00:00,2026-08-10,exits,TXN,ma50_break,US,280.4400,"{""sma50"": 292.9395, ""sma200"": 227.4, ""dd_pct"": -15.17}"
2026-08-10T21:56:35+00:00,2026-08-10,exits,UNH,ma50_break,US,408.7400,"{""sma50"": 412.8255, ""sma200"": 343.1523, ""dd_pct"": -6.33}"
2026-08-11T07:01:08+00:00,2026-08-11,scanner,GRANGX.ST,big_move,SE,44.7500,"{""pct"": 290.5}"
2026-08-11T07:01:09+00:00,2026-08-11,scanner,SIVE.ST,big_move,SE,43.5600,"{""pct"": 7.8}"
2026-08-11T08:31:14+00:00,2026-08-11,scanner,MORROW.ST,volume_spike,SE,13.1600,"{""rvol"": 6.4, ""pct"": 2.0}"
2026-08-11T22:02:37+00:00,2026-08-11,exits,GOOGL,ma50_break,US,343.8000,"{""sma50"": 355.1007, ""sma200"": 329.8287, ""dd_pct"": -13.34}"
2026-08-11T22:02:42+00:00,2026-08-11,exits,MS,ma50_break,US,215.0700,"{""sma50"": 215.24, ""sma200"": 184.4414, ""dd_pct"": -5.38}"
2026-08-12T07:01:10+00:00,2026-08-12,scanner,GRANGX.ST,big_move,SE,46.0000,"{""pct"": 301.4}"
2026-08-12T07:15:57+00:00,2026-08-12,scanner,NOKIA-SEK.ST,volume_spike,SE,94.2400,"{""rvol"": 4.0, ""pct"": 6.9}"
2026-08-12T08:31:00+00:00,2026-08-12,scanner,SIVE.ST,big_move,SE,44.7600,"{""pct"": 7.6}"
2026-08-12T09:15:52+00:00,2026-08-12,scanner,SPRINT.ST,volume_spike,SE,3.4400,"{""rvol"": 4.7, ""pct"": 2.4}"
2026-08-12T22:10:35+00:00,2026-08-12,breakout,SEYE.ST,breakout,SE,97.9500,"{""rvol"": 7.2, ""run_up"": 0.338}"
2026-08-13T07:01:14+00:00,2026-08-13,scanner,GRANGX.ST,big_move,SE,44.9500,"{""pct"": 292.2}"
2026-08-13T07:01:15+00:00,2026-08-13,scanner,NOKIA-SEK.ST,big_move,SE,98.2600,"{""pct"": 8.9}"
2026-08-13T07:15:47+00:00,2026-08-13,scanner,INDU-C.ST,volume_spike,SE,532.9000,"{""rvol"": 6.4, ""pct"": -1.8}"
2026-08-13T07:15:48+00:00,2026-08-13,scanner,MORROW.ST,volume_spike,SE,13.7600,"{""rvol"": 10.5, ""pct"": 3.1}"
2026-08-13T07:15:49+00:00,2026-08-13,scanner,INDU-A.ST,volume_spike,SE,537.0000,"{""rvol"": 3.4, ""pct"": -1.9}"
2026-08-13T07:31:06+00:00,2026-08-13,scanner,MVIR.ST,volume_spike,SE,1.7580,"{""rvol"": 3.3, ""pct"": -3.5}"
2026-08-13T09:15:44+00:00,2026-08-13,scanner,SPRINT.ST,volume_spike,SE,3.3300,"{""rvol"": 3.0, ""pct"": 3.1}"
2026-08-13T13:31:06+00:00,2026-08-13,scanner,CSCO,volume_spike,US,113.8900,"{""rvol"": 4.3, ""pct"": -8.1}"
2026-08-13T22:00:35+00:00,2026-08-13,pead,MER.ST,entry,SE,15.0000,"{""surprise"": null, ""reaction"": 7.571835367127178}"
2026-08-13T22:00:39+00:00,2026-08-13,exits,CSCO,ma50_break,US,113.4700,"{""sma50"": 117.5297, ""sma200"": 91.1718, ""dd_pct"": -12.39}"
2026-08-14T07:15:47+00:00,2026-08-14,scanner,MVIR.ST,volume_spike,SE,1.6720,"{""rvol"": 8.0, ""pct"": -4.8}"
